name,population,longitude,latitude
Recht,1305,6.04883,50.33801
Ravels,13560,4.9921,51.37274
Prayon,5240,5.6753,50.57795
Poelkapelle,2184,2.95677,50.9179
Pepinster,9530,5.80386,50.56568
Pâturages,8106,3.855,50.4072
Overboelare,4140,3.86369,50.76382
Oudegem,4061,4.06195,51.01017
Opgrimbie,3560,5.67967,50.94188
Opglabbeek,9452,5.58346,51.04258
Ohain,5977,4.4698,50.69885
Néchin,2235,3.26649,50.66702
Membach,1129,5.99506,50.61908
Melen,3174,5.73589,50.6462
Magnée,1402,5.68834,50.5998
Luttre,3489,4.39709,50.51006
Léglise,3865,5.53652,49.79985
La Calamine,10232,6.01107,50.71809
Kruishoutem,8179,3.52588,50.90168
Kontich,20290,4.44706,51.13213
Kaulille,4570,5.52372,51.18763
Hofstade,4868,4.49229,50.99134
Hoepertingen,2264,5.28442,50.81217
Hermée,3930,5.61831,50.70883
Herk-de-Stad,11566,5.16636,50.94013
Hérinnes,1759,3.36323,50.70063
Grand-Leez,2308,4.7751,50.58389
Givry,1496,4.02932,50.37826
Gilly,20043,4.4789,50.42449
Geluwe,6757,3.07695,50.80978
Gelinden,1484,5.26121,50.7656
Froyennes,2075,3.35456,50.62185
Fexhe-Slins,2354,5.56973,50.72026
Ellezelles,5566,3.67985,50.73512
Eksel,5804,5.3906,51.15184
Eeklo,19116,3.55654,51.18703
De Haan,11766,3.03446,51.27261
Comblain-Fairon,1738,5.5449,50.4462
Boorsem,2260,5.71898,50.94206
Bois-de-Villers,3325,4.82407,50.39033
Bois-de-Lessines,1645,3.89613,50.69662
Binche,32030,4.16469,50.41155
Beselare,2606,3.02449,50.84812
Belsele,10489,4.08859,51.14598
Bellecourt,2278,4.26793,50.48067
Bassilly,2204,3.93388,50.67634
Barchon,1177,5.7001,50.66894
Aubel,4119,5.85812,50.70189
Aspelare,1622,3.95743,50.84189
Tutrakan,10022,26.61206,44.04906
Straldzha,5817,26.68333,42.6
Razlog,12486,23.46714,41.8863
Obzor,2002,27.88007,42.81998
Novo Selo,1574,22.78376,44.16214
Nova Zagora,23625,26.01667,42.48333
Nikopol,4137,24.89521,43.70528
Koprivshtitsa,2885,24.35,42.63333
Kiten,1115,27.31667,43.08333
Kavarna,11205,28.33953,43.43601
Kaspichan,3635,27.16667,43.31667
General Toshevo,7758,28.03787,43.70123
Elena,6042,25.88333,42.93333
Dimitrovgrad,38015,25.6,42.05
Cherven Bryag,13000,24.08251,43.27884
Borovo,2467,25.80992,43.50086
Aheloy,2112,27.64838,42.64987
Viacha,86218,-68.3,-16.65
San Julian,7706,-62.86667,-17.78333
San Carlos,4180,-63.75,-17.4
Xiaohe,11069,108.63655,28.65852
Xiaonanhai,6662,108.76251,29.66147
Haitang,24252,107.22991,30.17173
Dawan,22484,106.82023,30.01963
Shuanghuai,39907,106.5558,30.18416
Nanjin,143766,106.26529,29.98497
Tongqiao,10276,105.76708,29.52155
Qinglong,9087,106.13682,29.77774
Qinggang,78582,106.23618,29.4677
Oula Xiuma,3183,101.11973,34.24256
Zhonghualu,0,104.59668,35.60525
Jiayin,0,130.39413,48.88698
Guanba,23898,106.80589,28.80194
Hongliuwan,0,94.33694,39.63187
Nierong,0,92.30314,32.11002
Anning Xilu,0,103.71928,36.1035
Zhangyelu,0,103.82269,36.05752
Sangpi,0,99.79991,28.93391
Liuzhi,138826,105.426,26.2342
Yanping,0,118.16819,26.63811
Yinqiao Zhen,28002,100.12346,25.75429
Tieshangang,0,109.4168,21.53305
Gangnan,0,109.59653,23.07676
Jing'an,57825,116.92249,34.49621
Jinzhongzi,39054,119.25807,36.33457
Yingli,57091,118.81029,37.065
Diecai,0,110.2982,25.31639
Baisha,14584,106.26098,34.71111
Huangmen,12194,106.17696,34.8448
Jinji,13250,105.89992,34.6497
Dunbage,17579,77.50474,38.85739
Shuangluan,0,117.79621,40.96109
Villa Rica,0,-76.46197,3.17484
Villamaría,35302,-75.51474,5.04565
Tenjo,3858,-74.14435,4.8727
Sutatausa,1332,-73.85238,5.24779
Soledad,342556,-74.76459,10.91843
Soatá,10945,-72.68283,6.33369
Simijaca,4767,-73.85227,5.50291
Sativasur,579,-72.71235,6.09334
Santa Bárbara,12743,-75.56706,5.87458
San Juan del Cesar,40069,-73.00314,10.77107
San Bernardo del Viento,8967,-75.95244,9.3533
Río de Oro,14408,-73.38485,8.2919
Quibdó,129237,-76.65835,5.69188
Puerto Parra,1448,-74.05734,6.65149
Pitalito,135711,-76.05071,1.85371
Piedras,5662,-74.87823,4.54261
Payandé,37496,-75.09667,4.2975
Pacho,16698,-74.15977,5.13278
Pachavita,959,-73.39739,5.13969
Nemocón,5466,-73.87769,5.06767
Montenegro,41996,-75.75111,4.56639
Marquetalia,12146,-75.05496,5.29659
La Peña,1667,-74.39368,5.19847
La Mesa,26699,-73.91667,5.26667
Jesús María,823,-73.78097,5.87715
Iza,748,-72.9793,5.61203
Iles,1879,-77.52146,0.9704
Heliconia,2403,-75.73565,6.20831
Guayatá,2857,-73.4875,4.96417
Guática,4368,-75.79826,5.31569
Guatapé,5389,-75.16335,6.23429
Guadalupe,2181,-73.41833,6.2464
Garagoa,11102,-73.36334,5.08236
Fonseca,32220,-72.8487,10.88606
El Guamo,4732,-74.97612,10.03155
El Carmen,2258,-75.16417,5.88778
Cumaral,11263,-73.48669,4.2708
Cuítiva,233,-72.96687,5.58007
Copacabana,49169,-75.50888,6.34633
Consacá,2239,-77.46548,1.20805
Concepción,2520,-72.694,6.76619
Cartago,1524,-77.11948,1.55151
Guadalajara de Buga,114316,-76.29783,3.90089
Buenos Aires,2144,-76.64612,3.01397
Balboa,2302,-75.95826,4.94985
Apía,6940,-75.94244,5.10658
Altamira,2123,-75.78722,2.06278
Abriaquí,1281,-76.06444,6.63148
Dolores,0,-74.89752,3.5391
Anserma,0,-75.78465,5.23479
San José,31430,-85.13572,10.95192
San Francisco,55923,-84.12742,9.9938
Orosi,4350,-83.85383,9.79617
La Suiza,2434,-83.6169,9.85065
Ipís,26669,-84.0182,9.96548
Bijagua,1090,-85.05721,10.73243
Yara,28944,-76.95132,20.27465
Santiago de las Vegas,35241,-82.38694,22.97
Quivicán,12919,-82.35558,22.82313
Manguito,3155,-80.91451,22.58733
Jovellanos,47164,-81.19127,22.80375
Bahía Honda,19834,-83.15994,22.90332
Voróklini,3446,33.65648,34.98138
Perivólia,1876,33.58272,34.82894
Mámmari,1122,33.20435,35.17604
Livádia,5329,33.62734,34.95515
Koloni,264,32.46565,34.74858
Akáki,2769,33.12873,35.13341
Vrbno pod Pradědem,6072,17.38316,50.12095
Vodňany,6687,14.17513,49.14789
Vintířov,1132,12.71748,50.23382
Vinařice,1739,14.09106,50.17585
Velká nad Veličkou,3149,17.5206,48.88257
Úvaly,4797,14.7308,50.07394
Trnava,1118,17.84191,49.29603
Strmilov,1399,15.19934,49.15846
Štíty,2049,16.76576,49.96122
Stará Huť,1158,14.19735,49.78225
Slatiňany,4004,15.81377,49.9211
Šatov,1200,16.00992,48.79317
Řevničov,1390,13.80823,50.18489
Přimda,1364,12.67366,49.67488
Polešovice,1941,17.34064,49.0339
Plumlov,2384,17.01502,49.46614
Peruc,2109,13.95986,50.3425
Nýřany,6942,13.21185,49.71145
Nedakonice,1505,17.38141,49.03159
Mukařov,1297,14.74155,49.99115
Kojetín,6397,17.30207,49.35179
Kdyně,4985,13.03968,49.39077
Hranice,2268,12.17577,50.30459
Hodonice,1648,16.16337,48.8368
Hevlín,1366,16.38131,48.75209
Háj ve Slezsku,3322,18.0954,49.89856
Dolní Lutyně,4712,18.42815,49.89876
Dolní Kounice,2403,16.46492,49.07011
Dobřany,5779,13.29307,49.65482
Čkyně,1616,13.82906,49.11503
Chrast,3186,15.93396,49.90205
Český Těšín,25750,18.62613,49.74613
Častolovice,1614,16.18128,50.1291
Bystřice,5076,18.72038,49.63657
Brniště,1358,14.70338,50.72919
Bohumín,23075,18.35755,49.90411
Bílovice,1634,17.54961,49.09965
Bechyně,5755,14.4681,49.29523
Babice,1754,17.48075,49.12167
Ostseebad Zinnowitz,3736,13.91127,54.07668
Zerf,1683,6.68333,49.6
Wyk auf Föhr,4429,8.56702,54.6914
Wurmsham,1351,12.33333,48.35
Wremen,2023,8.51667,53.65
Wörth an der Isar,2400,12.33944,48.623
Wolkramshausen,1180,10.73815,51.42185
Wolfsburg,123064,10.7815,52.42452
Wittorf,1384,9.51675,53.01207
Wippra,1621,11.27498,51.573
Wipperfürth,23723,7.39865,51.1161
Windesheim,1951,7.81667,49.9
Wimmelburg,1410,11.50696,51.52069
Wilsum,1608,6.85,52.53333
Wettringen,7897,7.31895,52.20939
Westergellersen,1709,10.25,53.23333
Wendlingen am Neckar,15728,9.37632,48.67124
Welschbillig,2606,6.56667,49.85
Weißbach,2082,9.59531,49.29717
Wehrda,5718,8.7556,50.83814
Wefensleben,2188,11.16074,52.18319
Wasserleben,1509,10.7567,51.92089
Wäschenbeuren,3924,9.68735,48.75991
Waldrach,2015,6.74543,49.74623
Waldkappel,5022,9.87695,51.14462
Waldalgesheim,3676,7.83333,49.95
Wald,1021,10.30054,47.97223
Vordorf,3310,10.52035,52.36522
Vechelde,16219,10.36491,52.26038
Üxheim,1399,6.75,50.35
Usedom,1929,13.92394,53.87537
Urmitz,3480,7.51667,50.41667
Tungendorf,9882,9.9966,54.09878
Thal,1975,10.39209,50.91684
Tanna,4193,11.85725,50.4946
Tangerhütte,6039,11.80724,52.4353
Taching am See,1937,12.72933,47.95942
Sulzheim,1059,8.09167,49.84306
Sulzemoos,2507,11.26356,48.29107
Störnstein,1445,12.20547,49.73232
Stockstadt am Rhein,5741,8.47278,49.80944
Stockheim,1142,10.27301,50.45959
Staudernheim,1601,7.6889,49.77675
Stadtoldendorf,6082,9.6265,51.88242
Spabrücken,1218,7.71667,49.9
Sontheim an der Brenz,5656,10.29097,48.55235
Sinn,6634,8.33333,50.65
Singhofen,1895,7.83333,50.2744
Siegen,107242,8.02431,50.87481
Selmsdorf,2261,10.85997,53.88224
Sehnde,23060,9.9682,52.31394
Sehlen,1002,13.38907,54.37971
Schwarzenbach,1129,12.38005,49.83876
Schönburg,1133,11.86667,51.16667
Schönau,2058,12.85,48.48333
Schneizlreuth,1538,12.8,47.68333
Schifferstadt,19209,8.3775,49.38417
Schiffdorf,14143,8.65,53.53333
Scheuerfeld,2166,7.84128,50.78736
Scheßlitz,7195,11.03299,49.97568
Scheibenberg,2358,12.91215,50.54023
Scheer,2622,9.29486,48.07292
Ruhmannsfelden,2190,12.98347,48.98327
Rottenacker,2192,9.68956,48.23485
Rothenberg,2515,8.91917,49.49917
Riederich,4395,9.26883,48.56029
Rieden,1307,7.18333,50.4
Reutlingen,112627,9.20427,48.49144
Reinhardshausen,1201,9.07514,51.11166
Reeßum,1778,9.21667,53.13333
Rauen,1901,14.02797,52.33227
Ranstadt,5042,8.98375,50.35739
Rammingen,1303,10.17197,48.51814
Premnitz,10105,12.34845,52.53184
Poll,11311,6.99057,50.91256
Pöcking,5734,11.3,47.96667
Piesteritz,4000,12.59835,51.86956
Pegnitz,14279,11.54187,49.75216
Pasewalk,12120,13.98997,53.50627
Othmarschen,16009,9.88632,53.55173
Ostseebad Binz,5531,13.61052,54.39995
Ostrhauderfehn,10699,7.61667,53.13333
Osterburg,7231,11.75297,52.78721
Oldendorf,1019,10.21431,53.1558
Ofterdingen,4329,9.03333,48.41667
Offstein,1891,8.23806,49.60611
Oelsnitz,12268,12.701,50.72584
Ockenheim,2295,7.97127,49.94371
Ochsenwerder,3000,10.10147,53.47565
Obernzenn,2679,10.4667,49.45193
Oberhaid,4680,11.80514,50.12614
Oberdachstetten,1720,10.43333,49.41667
Oberbiel,2694,8.42797,50.5532
Nützen,1167,9.91667,53.86667
Nordendorf,2274,10.83183,48.59478
Niedernhall,4132,9.61604,49.29516
Niedergörsdorf,7197,12.98541,51.97943
Niederdorfelden,2925,8.80005,50.19415
Neunkirchen,49843,7.18045,49.34449
Neu-Isenburg,35293,8.69406,50.04832
Neuhaus am Rennweg,6485,11.13787,50.51006
Neuenkirchen,1114,8.75044,52.77629
Neuenfelde,4883,9.79828,53.51829
Neudrossenfeld,3895,11.5,50.01667
Nauort,2299,7.63333,50.46667
Münsterdorf,1924,9.54123,53.90232
Münsing,4047,11.36667,47.9
Mudau,5094,9.20444,49.53444
Much,15231,7.40306,50.90383
Möser,2637,11.79279,52.21397
Moosbach,2598,12.41036,49.58909
Mittweida,16619,12.97537,50.98622
Midlum,1933,8.61695,53.73135
Meuselwitz,9625,12.29935,51.04315
Mascherode,3851,10.56653,52.22338
Malchin,8202,12.76539,53.7399
Lütjensee,3046,10.36667,53.65
Lößnitz,10433,12.73147,50.62181
Lonsee,4759,9.91999,48.5434
Lingenfeld,5433,8.33861,49.25389
Lieblos,3761,9.1432,50.20789
Lichtentanne,7163,12.42585,50.69255
Lengerich,2679,7.53164,52.55381
Leitzkau,1130,11.95203,52.05818
Leiblfing,3919,12.51793,48.77565
Lasbek,1162,10.36667,53.73333
Langenmosen,1496,11.21378,48.60658
Langen,1383,7.4674,52.53985
Ladbergen,6414,7.75,52.13333
Konzell,1810,12.71114,49.0724
Köngernheim,1398,8.24667,49.84583
Kölln-Reisiek,2541,9.69772,53.75748
Kollnburg,2934,12.86121,49.04664
Kölbingen,1129,7.93333,50.55
Köditz,2721,11.85,50.33333
Kleinsendelbach,1542,11.15773,49.59558
Kißlegg,8604,9.88383,47.78894
Kirchheim,3913,9.56667,50.83333
Kirchensittenbach,2238,11.42226,49.55601
Kirchdorf im Wald,2176,13.26614,48.91048
Kirchdorf,1293,12.19646,48.17542
Karsdorf,2063,11.65775,51.27134
Jesteburg,7066,9.95262,53.30966
Jerrishoe,1040,9.36918,54.6567
Jävenitz,1194,11.49909,52.5241
Inchenhofen,2390,11.11458,48.51288
Husum,2336,9.25,52.56667
Hüffenhardt,2080,9.08167,49.29194
Holzheim,1747,10.1,48.38333
Hollingstedt,1021,9.33695,54.45934
Hohnstein,3806,14.11408,50.97991
Himbergen,1856,10.72909,53.09418
Hilgert,1448,7.68735,50.45634
Heuchelheim,7541,8.63333,50.58333
Herbertingen,4856,9.43333,48.06667
Hehlen,2193,9.47004,51.98858
Heede,2221,7.2983,52.99205
Hasbergen,11032,7.96114,52.23754
Hartmannsdorf,4732,12.79904,50.88635
Hanhofen,2304,8.34083,49.31667
Hammah,2859,9.36667,53.61667
Haiming,2516,12.9,48.21667
Hagenbach,5495,8.25024,49.01734
Hachenburg,5690,7.82276,50.65998
Grünhain,2602,12.80695,50.58019
Großweil,1409,11.30108,47.67598
Großräschen,11523,14.01093,51.5876
Groß Lindow,1841,14.53333,52.23333
Groß Flottbek,11076,9.86667,53.56667
Großengottern,2344,10.56232,51.14821
Großbardau,1787,12.69848,51.20419
Görsbach,1175,10.93706,51.46224
Gommersheim,1313,8.26583,49.29111
Geringswalde,5125,12.90725,51.07677
Gera,104659,12.08187,50.88029
Garmisch-Partenkirchen,26022,11.09576,47.49209
Ganderkesee,31141,8.53333,53.03333
Gammelshausen,1426,9.65072,48.64023
Furtwangen,9655,8.20715,48.05156
Friedersdorf,2028,12.36555,51.64809
Fraunberg,3236,12,48.36667
Frankenberg,16850,13.04011,50.91297
Förderstedt,2045,11.63349,51.89717
Flonheim,2618,8.04,49.785
Flensburg,85838,9.43961,54.78431
Fahrdorf,2453,9.6,54.5
Espenhain,2843,12.47885,51.18926
Eslohe,9304,8.16949,51.25369
Esens,6856,7.61267,53.64866
Epfenbach,2502,8.90778,49.33917
Elzach,7088,8.06992,48.17247
Elsnig,1687,12.92833,51.61024
Ellerbek,4326,9.86991,53.65817
Ellerau,5500,9.91667,53.75
Eichendorf,6617,12.85586,48.63266
Eggolsheim,6313,11.05701,49.76961
Echem,1021,10.53333,53.33333
Ebensfeld,5721,10.95835,50.0664
Dürnau,2102,9.63544,48.64079
Drangstedt,1467,8.75576,53.61359
Dornstetten,8215,8.49817,48.47198
Dalheim,1007,8.29528,49.82667
Dahlenwarsleben,1424,11.53736,52.19519
Cornberg,1621,9.86051,51.0416
Coppenbrügge,7901,9.5487,52.11852
Burkardroth,7893,9.99162,50.27125
Burgwindheim,1465,10.59631,49.82733
Burgbernheim,3055,10.32385,49.45103
Bünde,45376,8.58644,52.19837
Büdelsdorf,10144,9.67295,54.31844
Buchholz in der Nordheide,37404,9.86812,53.32641
Brück,4018,12.76868,52.19766
Breitscheidt,1041,7.65,50.75
Braunschweig,244715,10.52673,52.26594
Boizenburg,10722,10.72375,53.38153
Böhlen,6982,12.38622,51.20061
Bobenheim-Roxheim,10106,8.35778,49.5875
Blender,2954,9.13333,52.91667
Bleckede,9793,10.73372,53.28972
Biberbach,3492,10.81139,48.51778
Berghaupten,2372,7.98672,48.40602
Bayerbach,1733,12.2975,48.7045
Bassum,16191,8.72791,52.85059
Bargteheide,13640,10.26695,53.72856
Bärenstein,2804,13.02681,50.49989
Baienfurt,7342,9.65157,47.82857
Bad Schwalbach,11112,8.06964,50.14196
Bad Mergentheim,22472,9.77361,49.4925
Axstedt,1182,8.77485,53.35466
Atzendorf,1586,11.59906,51.91954
Armsheim,2645,8.05667,49.80972
Altenbüren,1321,8.50584,51.38634
Alpirsbach,7011,8.40197,48.34507
Agathenburg,1120,9.5318,53.56065
Scheden,2132,9.73333,51.45
Ruppach-Goldhausen,1155,7.88333,50.46667
Florstadt,8905,8.86667,50.31667
Ebersbach,5077,13.65,51.23333
Ransbach-Baumbach,7327,7.7283,50.46496
Stadecken-Elsheim,4438,8.12528,49.91222
Rodgau,43315,8.88588,50.02627
Butjadingen,6597,8.335,53.54722
Rodenkirchen,110158,6.99481,50.89328
Solms,13250,8.40704,50.5362
Altewiek,1878,10.53011,52.262
Hauptbahnhof,1036,10.55041,52.24999
Kelkheim-Mitte,8897,8.45107,50.13608
Vipperød,2345,11.73967,55.66768
Undløse,1147,11.58826,55.60451
Ulstrup,1963,9.79354,56.38994
Starup,2091,9.53503,55.24097
Slangerup,6826,12.18333,55.85
Ryslinge,1768,10.53675,55.2416
Ribe,8257,8.76966,55.33051
Over Holluf,1548,10.46977,55.35771
Kruså,1560,9.40129,54.85097
Kirke-Esbønderup,1190,12.34636,56.04975
Høruphav,2701,9.89872,54.91017
Dronninglund,3487,10.29287,57.16035
Bredebro,1412,8.82932,55.05483
Åbybro,6318,9.72996,57.16249
Yayas de Viajama,5669,-70.92753,18.6071
Villa Jaragua,9248,-71.48377,18.49077
San Fernando de Monte Cristi,17001,-71.64604,19.84799
Salvaleón de Higüey,123787,-68.70798,18.61501
Sabana Yegua,10624,-71.01667,18.71667
Rincón,5909,-70.40632,19.11938
Paraíso,6490,-71.16526,17.99172
Las Guáranas,9586,-70.20835,19.1931
La Romana,208437,-68.97285,18.42733
Esperanza,42169,-70.98489,19.58469
Cercado Abajo,5316,-71.51742,18.72681
Cambita Garabitos,13382,-70.19907,18.45458
Tizi Gheniff,27974,3.77445,36.58839
Sidi Amrane,29734,6.00803,33.49885
Sidi Aïssa,69740,3.77236,35.88548
Oued Fodda,44523,1.53299,36.18503
Djelfa,154265,3.263,34.67279
Didouche Mourad,25764,6.63639,36.4525
Besbes,66287,7.84722,36.70222
Beni Saf,46382,-1.38226,35.30099
Baraki,105402,3.09606,36.66655
Pimampiro,7408,-77.94068,0.39116
Ibarra,221149,-78.12233,0.35171
Gualaceo,17122,-78.77814,-2.89264
Pampanal de Bolívar,1118,-78.8936,1.35251
Tõrva,3112,25.935,58.00278
Linaküla,119,23.97444,58.13722
Kunda,3996,26.53333,59.48333
Ţahţā,134314,31.50198,26.76866
Al ‘Āshir min Ramaḑān,246148,31.74633,30.29636
Farshūţ,53851,32.16274,26.05501
Damietta,305920,31.81332,31.41648
Dahab,8000,34.49505,28.48208
Suez,699541,32.52627,29.97371
Al Maţarīyah,162045,32.03108,31.18287
Giza,4367343,31.20861,30.00944
Barentu,15891,37.59067,15.10582
Zarza de Alange,3580,-6.21756,38.81814
Villar del Pozo,121,-3.96405,38.8501
Villanueva del Ariscal,5471,-6.14077,37.39623
Villamiel de Toledo,725,-4.12627,39.96482
Vélez-Málaga,74190,-4.10266,36.78107
Tous,1114,-0.58777,39.13951
Torremolinos,65448,-4.49976,36.62035
Torralba de Oropesa,267,-5.15404,39.93384
Tormos,307,-0.0716,38.80143
Sumacàrcer,1308,-0.63333,39.1
Sot de Chera,381,-0.9,39.63333
Sóller,13942,2.71521,39.76623
Sollana,4515,-0.38238,39.2783
Sineu,3053,3.01034,39.64254
Selva,3205,2.90069,39.75504
Sauzal,8172,-16.41667,28.46667
Santa Lucía,71863,-15.54071,27.91174
San José,1012,-2.10912,36.76048
Saceruela,686,-4.60768,38.94382
Rus,3727,-3.46254,38.04759
Quintanar del Rey,7539,-1.93333,39.33333
Pulianas,4855,-3.60832,37.22302
Puerto Real,40183,-6.19011,36.52819
Puertollano,51842,-4.10734,38.68712
La Pobla de Vallbona,20431,-0.55468,39.59747
Puebla del Salvador,273,-1.66667,39.56667
Puebla del Prior,557,-6.19584,38.57032
Piedrabuena,4863,-4.17512,39.03536
Pedro Muñoz,7789,-2.94664,39.40285
Palomares del Río,4782,-6.05863,37.32225
Palma del Río,21159,-5.28121,37.70024
Pajarón,113,-1.78333,39.95
Otura,5362,-3.63321,37.08846
Orcheta,1303,-0.26299,38.56397
Nueva-Carteya,5561,-4.46759,37.5863
Navajas,640,-0.5,39.88333
Nambroca,2920,-3.94434,39.79771
Montemolín,1367,-6.2,38.15
Molinicos,1151,-2.23939,38.46717
Mislata,43756,-0.41825,39.47523
Mazarrón,35221,-1.31493,37.5992
Mascaraque,475,-3.81254,39.71643
Manchita,748,-6.02041,38.81404
Malpartida de la Serena,724,-5.64054,38.6747
Lucena,42248,-4.48522,37.40881
Lanteira,489,-3.13823,37.16871
La Luisiana,4434,-5.24883,37.52602
La Guancha,5424,-16.65158,28.3732
Láchar,2765,-3.83277,37.19519
Jerez de la Frontera,207532,-6.13606,36.68645
Xeresa,1958,-0.21667,39.01667
Huécija,550,-2.60941,36.96804
Guadalcázar,1234,-4.94387,37.75738
Garachico,6000,-16.76342,28.37365
Fuenlabrada de los Montes,1929,-4.93513,39.13288
Facheca,97,-0.26766,38.73501
Esparragosa de Lares,1054,-5.26968,38.97517
El Carpio de Tajo,2181,-4.45388,39.88796
Cózar,1305,-3.07205,38.66219
Cóbdar,251,-2.21098,37.26166
Cartagena,211996,-0.98623,37.60512
Carmona,28344,-5.64608,37.47125
Carlet,15527,-0.52142,39.2266
Cardenete,735,-1.68333,39.76667
Campofrío,0,-6.57363,37.76652
Calp,23326,0.0445,38.6447
Caleruela,296,-5.25693,39.87483
Cabra del Santo Cristo,2239,-3.28765,37.70379
Cabra,21352,-4.44206,37.47249
Cabeza la Vaca,1553,-6.41667,38.08333
Burguillos,4116,-5.96654,37.5844
Bolulla,355,-0.11184,38.67529
Bolbaite,1347,-0.67466,39.06041
Bodonal de la Sierra,1052,-6.5595,38.14751
Bérchules,803,-3.19067,36.97678
Benimeli,0,-0.04221,38.82362
Beas de Granada,1074,-3.48095,37.21803
Barrax,1993,-2.20152,39.04607
Barchín del Hoyo,115,-2.06667,39.66667
Baeza,16253,-3.47103,37.99384
Atalaya del Cañavate,115,-2.25175,39.51864
Arroyo del Ojanco,2656,-2.89486,38.32065
Argamasilla de Calatrava,5371,-4.07627,38.72985
Anchuras,0,-4.83381,39.48059
Almegíjar,479,-3.30122,36.90258
Alfarnatejo,397,-4.26064,36.9957
Aledo,1022,-1.57356,37.79341
Alcuéscar,3057,-6.22917,39.18091
Alconera,767,-6.46667,38.4
Alcolea del Río,3339,-5.66694,37.61506
Adeje,43204,-16.726,28.12271
Zorita de la Frontera,256,-5.19659,41.01453
Zafrilla,126,-1.61667,40.2
Yésero,76,-0.2502,42.61911
Visiedo,186,-1.09709,40.68558
Viñegra de Moraña,81,-4.92115,40.85074
Vimbodí,1030,1.05056,41.40069
Villoruebo,70,-3.44159,42.16874
Villazopeque,77,-4.01688,42.19845
Villaverde,126802,-3.7,40.35
Villastar,503,-1.15139,40.28102
Villarrín de Campos,563,-5.63898,41.79522
Villares de Órbigo,843,-5.91002,42.46955
Villanueva de Gormaz,22,-3.06223,41.4674
Villamartín de Don Sancho,180,-5.06056,42.56943
Villalcampo,612,-6.04801,41.52229
Villalbarba,152,-5.21281,41.60389
Villalba de Rioja,174,-2.88687,42.60967
Villalar de los Comuneros,436,-5.1381,41.54966
Villahoz,340,-3.9129,42.07587
Villagalijo,85,-3.19203,42.34872
Vilanova d'Escornalbou,0,0.93333,41.11667
Vilanant,327,2.88923,42.25471
Vega de Santa María,126,-4.64287,40.83618
Valverde del Majano,586,-4.23468,40.95689
Valfermoso de Tajuña,93,-2.95407,40.61902
Valdepiélagos,414,-3.46163,40.75842
Valdeobispo,774,-6.24757,40.08297
Valdemierque,47,-5.58225,40.82176
Rivas-Vaciamadrid,68405,-3.51089,40.32605
Ullastret,0,3.06667,42
Ulldecona,6273,0.44718,40.59734
Torre en Cameros,15,-2.51805,42.24133
Torelló,14172,2.26679,42.04627
Tordesillas,8277,-5.00146,41.50202
Tivenys,868,0.51236,40.90787
Tajahuerce,37,-2.15069,41.73991
Sotillo del Rincón,239,-2.60297,41.9322
Sisamón,56,-2.00386,41.17124
Sanzoles,636,-5.5671,41.43235
Santibáñez de la Sierra,242,-5.91576,40.49464
Santa Olalla,3024,-4.43025,40.02348
Santander,172044,-3.80444,43.46472
Santa María de Cayón,6710,-3.8368,43.30849
Santa Magdalena de Pulpis,836,0.30258,40.35625
Santa Eulalia de Gállego,133,-0.76065,42.287
Santa Cruz de la Salceda,184,-3.59317,41.59591
